,open,high,low,close,volume
2020-06-09 18:00:00-04:00,237.3880,237.9250,237.3110,237.8220,51839
2020-06-09 19:00:00-04:00,237.8080,238.1010,237.4870,238.0460,111069
2020-06-10 04:00:00-04:00,238.3540,238.5890,238.1410,238.2610,35909
2020-06-10 05:00:00-04:00,238.2080,238.2570,237.5460,238.0070,38795
2020-06-10 06:00:00-04:00,237.9050,237.9540,237.2720,237.9090,48765
2020-06-10 07:00:00-04:00,237.8560,239.1160,237.7900,239.0030,242615
2020-06-10 08:00:00-04:00,237.7780,239.4290,237.5550,239.2960,457002
2020-06-10 09:00:00-04:00,239.3110,239.8780,238.7850,239.6570,6416242
2020-06-10 10:00:00-04:00,239.6530,240.1510,238.6490,238.9250,8437347
2020-06-10 11:00:00-04:00,238.9200,240.0630,238.7560,239.5110,4053105
2020-06-10 12:00:00-04:00,239.4960,240.0440,238.9020,239.8030,2776573
2020-06-10 13:00:00-04:00,239.7750,240.1220,239.3710,239.5790,2447083
2020-06-10 14:00:00-04:00,239.5450,241.7380,238.8930,240.5650,9805274
2020-06-10 15:00:00-04:00,240.5310,241.9620,239.7810,240.3790,11041695
2020-06-10 16:00:00-04:00,240.3550,241.0180,239.8590,240.3210,3663081
2020-06-10 17:00:00-04:00,240.3360,240.5030,240.1320,240.3500,53316
2020-06-10 18:00:00-04:00,240.4340,240.7760,239.2830,239.3450,159044
2020-06-10 19:00:00-04:00,239.3210,239.7120,238.9410,239.2470,128212
2020-06-11 04:00:00-04:00,237.2220,237.7690,236.4430,236.5820,84038
2020-06-11 05:00:00-04:00,236.6170,237.9930,236.5700,237.9190,53777
2020-06-11 06:00:00-04:00,238.0130,238.0620,236.9020,236.9720,179596
2020-06-11 07:00:00-04:00,237.0750,237.3780,236.2870,236.8840,403406
2020-06-11 08:00:00-04:00,237.0170,239.1850,235.7300,236.6890,984073
2020-06-11 09:00:00-04:00,236.6660,237.1930,235.2620,236.7180,7853330
2020-06-11 10:00:00-04:00,236.7050,237.8370,235.5160,235.7520,6897478
2020-06-11 11:00:00-04:00,235.7380,236.4310,234.5880,235.2730,6044699
2020-06-11 12:00:00-04:00,235.2310,235.2990,231.1530,231.3100,7929810
2020-06-11 13:00:00-04:00,231.2770,233.1410,231.0940,232.1830,6522538
2020-06-11 14:00:00-04:00,232.1260,232.2420,229.1320,229.8060,8019785
2020-06-11 15:00:00-04:00,229.7640,230.9100,228.3520,228.5660,16061988
2020-06-11 16:00:00-04:00,228.5440,229.5380,228.3710,229.2300,2061321
2020-06-11 17:00:00-04:00,229.1880,229.4990,228.4100,229.3870,77295
2020-06-11 18:00:00-04:00,229.2560,230.1330,228.6540,230.1090,136075
2020-06-11 19:00:00-04:00,230.1250,231.0510,229.5230,230.5870,208873
2020-06-12 04:00:00-04:00,231.3940,232.9650,231.2600,232.7450,78447
2020-06-12 05:00:00-04:00,232.4290,233.2190,232.2750,233.1650,81690
2020-06-12 06:00:00-04:00,233.1510,233.3560,232.0310,232.5200,142409
2020-06-12 07:00:00-04:00,232.4970,233.0040,232.2950,232.3540,217414
2020-06-12 08:00:00-04:00,232.3310,233.3360,230.7230,232.4910,487924
2020-06-12 09:00:00-04:00,232.4970,234.7220,232.4320,233.7800,6759557
2020-06-12 10:00:00-04:00,233.7660,234.2470,229.7180,229.8030,8549987
2020-06-12 11:00:00-04:00,229.7540,231.6180,227.9420,231.5440,10156067
2020-06-12 12:00:00-04:00,231.5110,232.0370,229.4060,230.4410,5355482
2020-06-12 13:00:00-04:00,230.4280,230.6020,226.3210,226.4380,9252960
2020-06-12 14:00:00-04:00,226.4450,229.1180,226.1850,228.8790,9388506
2020-06-12 15:00:00-04:00,228.8560,230.8270,227.8340,230.1770,11188513
2020-06-12 16:00:00-04:00,230.1350,230.4360,229.5420,229.8650,949226
2020-06-12 17:00:00-04:00,229.8220,230.3090,229.6980,230.0600,114779
2020-06-12 18:00:00-04:00,230.0670,230.2700,230.0300,230.0990,68321
2020-06-12 19:00:00-04:00,230.0760,230.2310,230.0400,230.1190,50381
2020-06-15 04:00:00-04:00,225.2540,226.4130,224.9160,226.3890,53177
2020-06-15 05:00:00-04:00,226.2400,227.0580,225.7260,226.9260,46878
2020-06-15 06:00:00-04:00,226.9230,227.3210,225.9210,225.9790,67673
2020-06-15 07:00:00-04:00,225.9670,227.3700,225.8040,226.9560,265288
2020-06-15 08:00:00-04:00,226.9520,227.7410,223.9980,226.9170,326518
2020-06-15 09:00:00-04:00,226.9330,228.7710,225.9210,228.6840,6408621
2020-06-15 10:00:00-04:00,228.6410,229.6360,227.6780,228.5180,6667585
2020-06-15 11:00:00-04:00,228.4950,229.7140,228.3130,229.3770,4569914
2020-06-15 12:00:00-04:00,229.3340,230.8760,229.1420,230.8510,3732846
2020-06-15 13:00:00-04:00,230.8180,231.4420,230.5570,231.2250,3047355
2020-06-15 14:00:00-04:00,231.2480,233.7950,231.2110,233.0570,7084800
2020-06-15 15:00:00-04:00,233.0150,233.6480,231.6510,232.9990,6632996
2020-06-15 16:00:00-04:00,232.9760,233.8930,232.8900,233.8480,848793
2020-06-15 17:00:00-04:00,233.7960,233.9900,233.5730,233.7600,47533
2020-06-15 18:00:00-04:00,233.7270,234.3510,233.0270,233.9260,77032
2020-06-15 19:00:00-04:00,233.9610,235.3960,233.5250,235.3130,121251
2020-06-16 04:00:00-04:00,235.2790,236.1380,235.0080,236.1130,38661
2020-06-16 05:00:00-04:00,236.1290,236.3530,235.8470,235.9280,34570
2020-06-16 06:00:00-04:00,235.8940,236.7440,235.8180,236.3770,25775
2020-06-16 07:00:00-04:00,236.2850,236.7240,235.7600,236.6400,180175
2020-06-16 08:00:00-04:00,236.0410,238.5300,235.3400,238.2410,750762
2020-06-16 09:00:00-04:00,238.2470,238.5010,237.0630,237.9490,5497372
2020-06-16 10:00:00-04:00,237.9250,238.6180,234.2760,234.4920,8521693
2020-06-16 11:00:00-04:00,234.4300,237.5440,233.3680,236.7870,8476608
2020-06-16 12:00:00-04:00,236.7920,237.7590,235.7400,237.3630,3869799
2020-06-16 13:00:00-04:00,237.3290,237.7880,236.4430,236.8940,2801015
2020-06-16 14:00:00-04:00,236.8700,237.8570,236.2480,236.8450,4427577
2020-06-16 15:00:00-04:00,236.8220,237.2610,235.2330,237.1870,8060064
2020-06-16 16:00:00-04:00,237.1730,237.6810,236.9700,237.5680,856424
2020-06-16 17:00:00-04:00,237.4950,237.6320,236.9500,237.0890,56092
2020-06-16 18:00:00-04:00,237.1150,237.6130,236.5310,237.5870,126419
2020-06-16 19:00:00-04:00,237.5250,238.2370,237.4870,238.1140,119783
2020-06-17 04:00:00-04:00,238.7740,239.4290,238.6100,239.2960,100835
2020-06-17 05:00:00-04:00,239.1450,239.3510,237.9170,238.2120,37688
2020-06-17 06:00:00-04:00,238.1980,239.0580,238.1310,238.9830,111228
2020-06-17 07:00:00-04:00,238.9600,239.1060,238.5610,238.8760,204148
2020-06-17 08:00:00-04:00,238.8720,239.2140,236.9700,238.5830,259295
2020-06-17 09:00:00-04:00,238.6280,239.0090,237.5850,238.0950,3820287
2020-06-17 10:00:00-04:00,238.0710,238.6910,236.9800,238.4460,5434377
2020-06-17 11:00:00-04:00,238.4030,238.7650,237.8430,238.6420,3979764
2020-06-17 12:00:00-04:00,238.6370,239.3360,238.1800,239.2470,2691391
2020-06-17 13:00:00-04:00,239.2250,239.7020,239.0880,239.1490,2182226
2020-06-17 14:00:00-04:00,239.1250,239.6400,238.7180,238.8610,2562310
2020-06-17 15:00:00-04:00,238.8130,238.8720,236.9110,237.7830,5555651
2020-06-17 16:00:00-04:00,237.7590,238.3450,237.6630,238.1730,548429
2020-06-17 17:00:00-04:00,238.1880,238.2760,237.8580,237.9680,10514
2020-06-17 18:00:00-04:00,238.0420,238.4330,237.6430,238.3290,72537
2020-06-17 19:00:00-04:00,238.1980,238.4030,237.2630,237.3920,122434
2020-06-18 04:00:00-04:00,237.9640,239.1450,237.8390,238.9540,79267
2020-06-18 05:00:00-04:00,238.9790,239.2330,238.3270,238.4660,57275
2020-06-18 06:00:00-04:00,238.4420,238.5690,237.9560,238.1240,35258
2020-06-18 07:00:00-04:00,238.1690,238.4820,237.0580,237.2070,165190
2020-06-18 08:00:00-04:00,237.9350,238.2670,236.8530,237.9000,359449
2020-06-18 09:00:00-04:00,237.8370,238.2760,237.1360,237.7040,3482198
2020-06-18 10:00:00-04:00,237.6710,238.4860,236.6770,238.4270,4970746
2020-06-18 11:00:00-04:00,238.3930,238.7550,237.5550,237.7630,2862236
2020-06-18 12:00:00-04:00,237.7000,238.1690,237.3600,238.0070,2269193
2020-06-18 13:00:00-04:00,237.9830,238.5210,237.7800,238.3870,1858138
2020-06-18 14:00:00-04:00,238.3540,238.4720,237.2820,237.3440,2208227
2020-06-18 15:00:00-04:00,237.3480,238.6870,236.9460,238.4950,4652481
2020-06-18 16:00:00-04:00,238.4810,238.6480,237.9560,238.2800,498259
2020-06-18 17:00:00-04:00,238.3250,238.5110,238.1310,238.4850,33422
2020-06-18 18:00:00-04:00,238.2370,238.7060,238.1510,238.6810,54021
2020-06-18 19:00:00-04:00,238.6570,239.2140,238.6190,239.0130,63892
2020-06-19 04:00:00-04:00,240.0630,240.1710,239.4980,239.9010,38476
2020-06-19 05:00:00-04:00,239.9550,240.2880,239.7420,239.9890,49486
2020-06-19 06:00:00-04:00,239.9260,240.3370,239.7910,240.0960,34378
2020-06-19 07:00:00-04:00,240.0920,240.4050,239.8780,240.3790,99208
2020-06-19 08:00:00-04:00,240.1310,240.8540,238.5510,240.7110,460630
2020-06-19 09:00:00-04:00,240.6780,241.2640,240.2790,240.6040,4859509
2020-06-19 10:00:00-04:00,240.6000,241.1370,240.0540,240.3790,3529674
2020-06-19 11:00:00-04:00,240.3650,240.8540,239.6830,239.7940,2908979
2020-06-19 12:00:00-04:00,239.7700,239.8830,236.9890,239.0320,5611536
2020-06-19 13:00:00-04:00,239.0130,239.0980,237.3600,237.4310,3046604
2020-06-19 14:00:00-04:00,237.4070,238.4130,236.6380,238.1730,4924266
2020-06-19 15:00:00-04:00,238.1590,239.0770,237.6680,238.3680,6976697
2020-06-19 16:00:00-04:00,238.3350,238.5010,236.5400,236.8550,3141479
2020-06-19 17:00:00-04:00,236.8410,238.4720,236.6970,237.2360,981348
2020-06-19 18:00:00-04:00,237.2120,237.3880,237.0280,237.2260,8618
2020-06-19 19:00:00-04:00,237.1150,237.2610,236.8040,236.8840,13780
2020-06-22 04:00:00-04:00,238.7000,239.0420,238.3310,238.8800,45640
2020-06-22 05:00:00-04:00,238.9050,239.4920,238.8100,238.9880,23138
2020-06-22 06:00:00-04:00,238.9450,239.0520,238.4280,238.6450,21572
2020-06-22 07:00:00-04:00,238.6020,238.9930,238.1360,238.9680,204558
2020-06-22 08:00:00-04:00,238.3680,239.1400,237.3430,238.5570,159171
2020-06-22 09:00:00-04:00,238.5240,239.0960,237.9590,239.0710,3483634
2020-06-22 10:00:00-04:00,239.0520,239.9710,239.0150,239.1250,2961717
2020-06-22 11:00:00-04:00,239.0910,240.2260,238.8290,239.9670,1987643
2020-06-22 12:00:00-04:00,239.9420,241.0860,239.8950,240.8120,2645596
2020-06-22 13:00:00-04:00,240.7920,241.0080,240.4030,240.8510,1507886
2020-06-22 14:00:00-04:00,240.8320,241.3900,240.3270,241.2860,2171837
2020-06-22 15:00:00-04:00,241.2520,241.4580,240.0910,241.3350,4611099
2020-06-22 16:00:00-04:00,241.3210,241.7610,241.1070,241.4910,793031
2020-06-22 17:00:00-04:00,241.5750,241.6830,241.3810,241.6380,30983
2020-06-22 18:00:00-04:00,241.4770,242.0740,241.3130,242.0100,69963
2020-06-22 19:00:00-04:00,241.9470,242.3190,241.8510,242.1950,92691
2020-06-23 04:00:00-04:00,243.1590,243.3260,242.6030,242.7630,62356
2020-06-23 05:00:00-04:00,242.6610,243.1790,242.5840,243.0850,17717
2020-06-23 06:00:00-04:00,243.0030,243.4530,242.9650,243.0560,66484
2020-06-23 07:00:00-04:00,243.0520,243.4340,242.7990,243.1730,126777
2020-06-23 08:00:00-04:00,243.1100,243.4140,241.0100,243.1740,822361
2020-06-23 09:00:00-04:00,243.1790,243.3850,242.3000,242.9680,3146428
2020-06-23 10:00:00-04:00,242.9340,244.1250,242.4370,243.6660,4038211
2020-06-23 11:00:00-04:00,243.6190,244.8030,243.3070,244.7770,3050005
2020-06-23 12:00:00-04:00,244.7630,244.9990,244.4320,244.8260,2517778
2020-06-23 13:00:00-04:00,244.8020,245.6440,244.7450,245.3350,3068584
2020-06-23 14:00:00-04:00,245.3200,245.3700,244.3050,244.3960,3040285
2020-06-23 15:00:00-04:00,244.3910,244.5880,242.6910,243.2520,6839773
2020-06-23 16:00:00-04:00,243.2280,243.6490,242.6720,242.7920,962351
2020-06-23 17:00:00-04:00,242.7780,243.3850,242.7210,243.0950,64895
2020-06-23 18:00:00-04:00,242.9540,243.3850,242.6240,242.7820,121304
2020-06-23 19:00:00-04:00,242.7190,243.2480,242.5250,242.8800,91688
2020-06-24 04:00:00-04:00,242.5140,242.8080,241.5770,242.4010,72749
2020-06-24 05:00:00-04:00,242.3180,242.3680,241.0680,241.8530,48257
2020-06-24 06:00:00-04:00,241.8000,242.2990,241.6060,242.0590,30381
2020-06-24 07:00:00-04:00,242.1230,242.5340,242.0270,242.2640,100745
2020-06-24 08:00:00-04:00,242.3180,244.2950,242.0370,242.8800,227732
2020-06-24 09:00:00-04:00,242.8170,243.8590,240.5790,240.8460,5464910
2020-06-24 10:00:00-04:00,240.7930,241.6150,239.8460,240.2980,6543084
2020-06-24 11:00:00-04:00,240.2550,240.5480,236.7660,237.8530,7878999
2020-06-24 12:00:00-04:00,237.8200,239.2970,237.3040,239.2200,4433029
2020-06-24 13:00:00-04:00,239.1790,239.5610,237.6170,238.3030,3734645
2020-06-24 14:00:00-04:00,238.2600,238.9930,237.0690,237.9410,4058657
2020-06-24 15:00:00-04:00,237.9370,239.5020,237.8710,238.4110,7393916
2020-06-24 16:00:00-04:00,238.4170,239.0420,238.2820,238.9580,960454
2020-06-24 17:00:00-04:00,238.9350,238.9840,238.2820,238.7240,18690
2020-06-24 18:00:00-04:00,238.7000,239.0920,238.1940,238.4200,99724
2020-06-24 19:00:00-04:00,238.4460,238.5530,237.8810,237.9900,113573
2020-06-25 04:00:00-04:00,237.0180,239.2180,236.9520,238.9580,88515
2020-06-25 05:00:00-04:00,238.7980,239.6580,238.4680,238.5770,46854
2020-06-25 06:00:00-04:00,238.7290,239.1200,238.3700,239.0950,133179
2020-06-25 07:00:00-04:00,239.1010,239.1790,237.8320,237.9510,163327
2020-06-25 08:00:00-04:00,237.9280,239.1790,236.3070,238.5180,373990
2020-06-25 09:00:00-04:00,238.4460,239.0230,235.7690,237.3060,5901544
2020-06-25 10:00:00-04:00,237.2720,238.9150,236.7960,238.4010,6499480
2020-06-25 11:00:00-04:00,238.3580,238.6850,237.2160,238.5180,3872292
2020-06-25 12:00:00-04:00,238.5140,239.5800,238.4770,238.8700,3091427
2020-06-25 13:00:00-04:00,238.8370,239.2870,238.3700,238.9190,1746371
2020-06-25 14:00:00-04:00,238.9250,239.0210,237.7250,238.4400,2418937
2020-06-25 15:00:00-04:00,238.4170,240.9400,238.1640,240.6600,6702471
2020-06-25 16:00:00-04:00,240.6270,241.1450,240.3840,240.8750,926964
2020-06-25 17:00:00-04:00,240.9790,241.0280,240.5210,240.6310,54471
2020-06-25 18:00:00-04:00,240.6070,241.0570,240.5600,241.0120,42085
2020-06-25 19:00:00-04:00,240.9390,241.4480,240.7750,241.0900,87258
2020-06-26 04:00:00-04:00,240.1280,240.3330,239.3480,240.3080,65144
2020-06-26 05:00:00-04:00,240.2840,240.8030,240.2080,240.7480,7589
2020-06-26 06:00:00-04:00,240.8030,241.2720,240.7650,241.1200,50753
2020-06-26 07:00:00-04:00,241.0760,241.4480,240.6670,240.7580,91082
2020-06-26 08:00:00-04:00,241.1060,241.4290,239.6900,240.3080,167487
2020-06-26 09:00:00-04:00,240.3430,240.5680,238.4280,239.0860,3917925
2020-06-26 10:00:00-04:00,239.0230,239.0720,235.0160,235.9070,9682443
2020-06-26 11:00:00-04:00,235.9030,238.1720,235.8080,237.8780,8486002
2020-06-26 12:00:00-04:00,237.8540,237.9470,235.6130,236.7190,4560744
2020-06-26 13:00:00-04:00,236.6760,237.4870,236.3850,236.5720,2963717
2020-06-26 14:00:00-04:00,236.5590,237.1550,235.2220,235.7310,4828753
2020-06-26 15:00:00-04:00,235.6880,236.4800,234.3420,234.7920,9956267
2020-06-26 16:00:00-04:00,234.7790,235.6870,234.6230,234.9390,2171754
2020-06-26 17:00:00-04:00,234.8860,235.0030,234.5660,234.8700,106152
2020-06-26 18:00:00-04:00,234.8470,234.9830,234.5960,234.7140,18343
2020-06-26 19:00:00-04:00,234.6910,234.7390,234.2540,234.4210,39245
2020-06-29 04:00:00-04:00,235.1600,235.2280,234.4200,235.1340,77269
2020-06-29 05:00:00-04:00,235.1020,235.3260,234.7030,235.2030,150380
2020-06-29 06:00:00-04:00,235.1800,235.3260,234.4100,234.9880,50466
2020-06-29 07:00:00-04:00,235.0140,235.8930,234.5570,235.7020,135154
2020-06-29 08:00:00-04:00,234.9550,235.7950,234.0480,234.9290,269009
2020-06-29 09:00:00-04:00,234.9160,235.0610,232.0630,233.6280,6151718
2020-06-29 10:00:00-04:00,233.6350,235.9320,233.3150,235.2130,6504039
2020-06-29 11:00:00-04:00,235.1990,236.2660,234.4590,236.0260,3763240
2020-06-29 12:00:00-04:00,235.9910,236.8710,235.9550,236.6410,2182683
2020-06-29 13:00:00-04:00,236.6370,237.1450,236.1990,236.8070,1723560
2020-06-29 14:00:00-04:00,236.7930,236.9780,235.8470,236.0640,2237906
2020-06-29 15:00:00-04:00,236.0600,237.4870,235.4460,237.4230,5196634
2020-06-29 16:00:00-04:00,237.4390,238.5140,237.2860,238.2640,1025022
2020-06-29 17:00:00-04:00,238.2700,238.3180,237.8810,237.9800,79666
2020-06-29 18:00:00-04:00,238.1040,238.7590,237.9100,238.5380,141229
2020-06-29 19:00:00-04:00,238.5240,238.7000,238.2820,238.4010,57669
2020-06-30 04:00:00-04:00,237.9670,238.1330,237.4610,237.7460,37234
2020-06-30 05:00:00-04:00,237.5760,238.0640,237.4410,238.0390,25797
2020-06-30 06:00:00-04:00,238.0940,238.1620,237.6760,237.7650,40777
2020-06-30 07:00:00-04:00,237.7220,238.3090,237.5580,237.9120,142625
2020-06-30 08:00:00-04:00,237.9080,238.9930,237.0990,237.4330,131991
2020-06-30 09:00:00-04:00,237.4290,239.4530,237.1280,239.1640,4134957
2020-06-30 10:00:00-04:00,239.1300,240.1770,238.9860,240.0630,4083037
2020-06-30 11:00:00-04:00,240.0400,240.6950,239.9050,240.4160,2962968
2020-06-30 12:00:00-04:00,240.3920,241.0670,239.8560,240.1220,2934952
2020-06-30 13:00:00-04:00,240.1080,240.4210,239.4500,240.2200,2392478
2020-06-30 14:00:00-04:00,240.2160,241.0470,239.7580,240.9970,3606522
2020-06-30 15:00:00-04:00,240.9790,242.7200,240.3150,241.8340,9332235
2020-06-30 16:00:00-04:00,241.7710,242.2500,241.5380,241.9120,1425094
2020-06-30 17:00:00-04:00,241.8390,242.1720,241.6940,241.8530,253055
2020-06-30 18:00:00-04:00,241.8490,242.1720,241.6940,241.8040,62473
2020-06-30 19:00:00-04:00,241.8290,242.1720,241.5470,241.7260,56029
2020-07-01 04:00:00-04:00,241.8880,242.2500,241.7140,241.7750,32881
2020-07-01 05:00:00-04:00,241.9560,242.2700,241.2740,241.5210,15360
2020-07-01 06:00:00-04:00,241.3600,241.8690,240.8430,241.1100,47308
2020-07-01 07:00:00-04:00,241.0670,241.2140,240.4430,240.7290,150759
2020-07-01 08:00:00-04:00,240.8710,242.2800,240.4910,242.1660,325632
2020-07-01 09:00:00-04:00,242.2200,243.2480,241.5770,242.1660,4933655
2020-07-01 10:00:00-04:00,242.1720,243.9910,241.9480,243.8050,4240004
2020-07-01 11:00:00-04:00,243.8050,244.3340,243.3760,244.1030,4341393
2020-07-01 12:00:00-04:00,244.0780,245.0380,243.9430,244.6600,3175049
2020-07-01 13:00:00-04:00,244.6460,244.9500,243.9720,244.8210,2429205
2020-07-01 14:00:00-04:00,244.7920,245.2140,244.3050,244.9140,2122768
2020-07-01 15:00:00-04:00,244.9000,246.0060,244.7740,244.9140,5446959
2020-07-01 16:00:00-04:00,244.9000,245.0970,244.5690,244.7380,887402
2020-07-01 17:00:00-04:00,244.6850,244.8230,244.5200,244.6890,28550
2020-07-01 18:00:00-04:00,244.6650,245.1650,244.5200,245.1290,89540
2020-07-01 19:00:00-04:00,245.1440,245.2630,244.8620,245.0800,110568
2020-07-02 04:00:00-04:00,245.0470,246.5050,244.7450,246.3320,24773
2020-07-02 05:00:00-04:00,246.1710,246.3480,245.8490,245.9800,7943
2020-07-02 06:00:00-04:00,246.0830,246.1330,245.7710,246.0780,14055
2020-07-02 07:00:00-04:00,246.0440,246.7100,245.9770,246.6650,92626
2020-07-02 08:00:00-04:00,245.9560,247.6980,245.3310,247.5250,688667
2020-07-02 09:00:00-04:00,247.5010,248.6470,247.2770,248.4840,3961499
2020-07-02 10:00:00-04:00,248.4540,248.6960,247.0760,247.4670,5265974
2020-07-02 11:00:00-04:00,247.4330,247.8550,246.3770,247.7210,3731740
2020-07-02 12:00:00-04:00,247.6970,247.9920,247.1110,247.8480,2316782
2020-07-02 13:00:00-04:00,247.8140,248.2070,247.5120,247.6920,1849184
2020-07-02 14:00:00-04:00,247.6770,248.2360,247.4140,248.1270,1929504
2020-07-02 15:00:00-04:00,248.1170,248.2750,246.1040,246.5570,5774344
2020-07-02 16:00:00-04:00,246.5720,247.1310,246.4160,246.9290,1196798
2020-07-02 17:00:00-04:00,246.9530,247.0040,246.6900,246.8800,8928
2020-07-02 18:00:00-04:00,246.9140,247.2580,246.8760,247.0360,26277
2020-07-02 19:00:00-04:00,247.0710,247.1800,246.7980,246.9390,33515
2020-07-06 04:00:00-04:00,249.7990,250.3680,249.7600,250.0580,59436
2020-07-06 05:00:00-04:00,249.9750,250.1140,249.6630,250.0490,34659
2020-07-06 06:00:00-04:00,249.9460,250.3100,249.7800,250.0000,65053
2020-07-06 07:00:00-04:00,249.9650,250.1430,249.8090,250.0490,184387
2020-07-06 08:00:00-04:00,249.8870,250.4560,249.7990,250.2540,150442
2020-07-06 09:00:00-04:00,250.2200,251.0140,249.6630,250.9480,3415588
2020-07-06 10:00:00-04:00,250.9330,252.2950,250.6790,252.2580,4914487
2020-07-06 11:00:00-04:00,252.2340,253.2520,252.1260,252.6500,3285325
2020-07-06 12:00:00-04:00,252.6320,252.7740,251.8040,252.4740,2670939
2020-07-06 13:00:00-04:00,252.4780,252.5690,251.5980,252.0240,2328847
2020-07-06 14:00:00-04:00,251.9990,252.0800,250.8650,251.7700,3237984
2020-07-06 15:00:00-04:00,251.7450,252.8820,251.0800,252.6990,5167029
2020-07-06 16:00:00-04:00,252.6540,252.9990,251.3090,252.8160,972377
2020-07-06 17:00:00-04:00,252.8600,252.9800,252.6540,252.8850,46694
2020-07-06 18:00:00-04:00,252.8890,253.4400,252.6840,253.3250,85573
2020-07-06 19:00:00-04:00,253.3000,254.0070,253.2610,253.7840,205916
2020-07-07 04:00:00-04:00,251.8920,252.3930,251.3740,251.5740,73106
2020-07-07 05:00:00-04:00,251.7160,251.7670,251.2760,251.6820,25513
2020-07-07 06:00:00-04:00,251.6080,251.8750,251.2860,251.6430,110550
2020-07-07 07:00:00-04:00,251.6770,252.1880,251.5200,252.0530,117331
2020-07-07 08:00:00-04:00,251.9210,253.1070,251.2950,252.2590,266177
2020-07-07 09:00:00-04:00,252.2240,253.7130,251.8040,253.0710,5835949
2020-07-07 10:00:00-04:00,253.0650,254.6430,252.8010,254.3860,5155250
2020-07-07 11:00:00-04:00,254.3560,255.1610,254.0130,254.2250,3465800
2020-07-07 12:00:00-04:00,254.2190,254.4860,253.1040,253.7750,2759552
2020-07-07 13:00:00-04:00,253.7400,253.9090,252.8010,253.1590,2435665
2020-07-07 14:00:00-04:00,253.1430,253.2830,251.9310,252.5910,3227190
2020-07-07 15:00:00-04:00,252.5570,252.6130,250.5910,250.9090,5840438
2020-07-07 16:00:00-04:00,250.8940,251.4440,250.7460,251.1540,1198427
2020-07-07 17:00:00-04:00,251.2070,251.3460,251.1000,251.2420,56391
2020-07-07 18:00:00-04:00,251.2070,251.6790,251.0700,251.4670,84052
2020-07-07 19:00:00-04:00,251.4220,251.8350,251.3830,251.7310,87352
2020-07-08 04:00:00-04:00,251.9800,252.5100,251.6860,252.0730,46542
2020-07-08 05:00:00-04:00,252.0190,252.1000,251.1000,251.4080,42653
2020-07-08 06:00:00-04:00,251.3540,252.0120,251.2460,251.9560,32884
2020-07-08 07:00:00-04:00,251.8720,252.5490,251.8330,252.4250,116960
2020-07-08 08:00:00-04:00,252.4690,252.5690,250.8550,252.1900,216486
2020-07-08 09:00:00-04:00,252.1460,253.6740,251.8820,253.5890,3211795
2020-07-08 10:00:00-04:00,253.5630,253.9290,252.8410,253.6080,3058735
2020-07-08 11:00:00-04:00,253.5930,253.7020,250.7870,252.6600,4624935
2020-07-08 12:00:00-04:00,252.6540,253.5670,252.4300,253.5400,2537802
2020-07-08 13:00:00-04:00,253.5050,253.5960,252.1360,252.4150,2419734
2020-07-08 14:00:00-04:00,252.4100,253.0680,251.9310,252.9430,2977766
2020-07-08 15:00:00-04:00,252.9180,254.3200,252.8400,254.2150,4759216
2020-07-08 16:00:00-04:00,254.1800,254.6820,253.8650,254.6450,879113
2020-07-08 17:00:00-04:00,254.6200,254.7990,254.5020,254.6740,40075
2020-07-08 18:00:00-04:00,254.7280,255.0240,254.4730,254.6740,126692
2020-07-08 19:00:00-04:00,254.6790,254.9750,254.4630,254.8410,96213
2020-07-09 04:00:00-04:00,254.8550,254.9750,254.5510,254.9480,25609
2020-07-09 05:00:00-04:00,254.8350,255.6110,254.6780,255.4670,45163
2020-07-09 06:00:00-04:00,255.4610,255.5910,254.9520,255.0950,21053
2020-07-09 07:00:00-04:00,255.0600,255.8260,255.0210,255.6330,146125
2020-07-09 08:00:00-04:00,255.1800,256.2470,254.0720,255.9950,295061
2020-07-09 09:00:00-04:00,255.8620,256.4570,254.9620,256.0530,4186493
2020-07-09 10:00:00-04:00,256.0480,256.3780,252.6060,252.7480,6353903
2020-07-09 11:00:00-04:00,252.7030,253.7230,251.8920,253.5110,6752482
2020-07-09 12:00:00-04:00,253.4660,255.0730,253.2120,254.9090,3662080
2020-07-09 13:00:00-04:00,254.9030,255.7870,254.5610,254.8500,3345153
2020-07-09 14:00:00-04:00,254.8250,256.4620,254.5810,256.4150,3213949
2020-07-09 15:00:00-04:00,256.3700,257.1070,255.0010,256.2880,6873585
2020-07-09 16:00:00-04:00,256.2630,256.5600,253.2070,255.9070,879155
2020-07-09 17:00:00-04:00,255.9210,256.0410,255.7150,255.8870,42483
2020-07-09 18:00:00-04:00,255.9400,256.2270,255.8910,256.0920,55672
2020-07-09 19:00:00-04:00,256.0770,256.6670,255.9880,256.5620,136097
2020-07-10 04:00:00-04:00,254.7080,255.6010,254.6690,255.0170,85518
2020-07-10 05:00:00-04:00,255.0700,255.5420,254.7960,255.4760,26182
2020-07-10 06:00:00-04:00,255.4410,255.6600,255.1180,255.5060,87540
2020-07-10 07:00:00-04:00,255.4900,255.9340,255.0210,255.1540,144525
2020-07-10 08:00:00-04:00,255.0990,256.2960,254.1990,255.8680,436943
2020-07-10 09:00:00-04:00,255.9010,256.5300,254.2290,254.7330,5429015
2020-07-10 10:00:00-04:00,254.6490,256.1780,253.4850,255.6820,5928068
